,pop_est,continent,name,iso_a3,gdp_md_est,geometry
79,58126212.0,Europe,Italy,ITA,1823000.0,"MULTIPOLYGON (((15.52037601081383 38.23115509699147, 15.16024295417174 37.44404551853782, 15.30989790208901 37.1342194687318, 15.09998823411945 36.6199872909954, 14.33522871263202 36.99663096775475, 13.82673261887993 37.1045313583802, 12.43100385910881 37.61294993748382, 12.57094363775514 38.12638113051969, 13.74115644700458 38.03496552179536, 14.76124922044616 38.1438736028505, 15.52037601081383 38.23115509699147)), ((9.210011834356266 41.20999136002422, 9.809975213264977 40.5000088567661, 9.669518670295673 39.17737641047179, 9.214817742559489 39.24047333430013, 8.806935662479731 38.90661774347848, 8.428302443077115 39.17184703221662, 8.388253208050941 40.37831085871881, 8.15999840661766 40.95000722916379, 8.709990675500109 40.89998444270523, 9.210011834356266 41.20999136002422)), ((12.37648522304085 46.76755910906988, 13.80647545742156 46.50930613869119, 13.69810997890548 46.01677806251737, 13.93763024257834 45.59101593686466, 13.1416064795543 45.73669179949542, 12.32858117030631 45.38177806251485, 12.3838749528586 44.88537425391908, 12.26145348475916 44.60048208269401, 12.58923709478648 44.09136587175448, 13.52690595872249 43.58772736263791, 14.02982099778703 42.76100779883248, 15.14256961432795 41.95513967545691, 15.9261910336019 41.96131500911574, 16.16989708829041 41.74029490820342, 15.88934573737779 41.5410822617182, 16.78500166186058 41.17960561783659, 17.51916873543121 40.87714345963224, 18.37668745288258 40.35562490494266, 18.4802470231954 40.16886627863983, 18.2933850440281 39.81077444107325, 17.73838016121329 40.2776710068303, 16.86959598152234 40.44223460546385, 16.44874311693732 39.79540070246648, 17.1714896989715 39.42469981542072, 17.05284061042934 38.90287120213731, 16.63508833178184 38.8435724960824, 16.10096072761306 37.98589874933418, 15.6840869483145 37.90884918878703, 15.68796268073632 38.21459280044186, 15.89198123542471 38.75094249119923, 16.10933230964432 38.96454702407769, 15.71881351081464 39.54407237401495, 15.41361250169882 40.04835683853517, 14.99849572109824 40.17294871679093, 14.70326826341477 40.60455027929262, 14.06067182786526 40.78634796809544, 13.6279850602854 41.18828725846166, 12.88808190273042 41.25308950455562, 12.10668257004491 41.70453481705741, 11.19190636561419 42.35542531998968, 10.5119478695178 42.93146251074722, 10.20002892420405 43.92000682227462, 9.702488234097814 44.03627879493132, 8.888946160526871 44.36633616797954, 8.428560825238577 44.23122813575242, 7.850766635783202 43.76714793555524, 7.435184767291844 43.69384491634918, 7.549596388386163 44.12790110938482, 7.007562290076663 44.25476675066139, 6.749955275101712 45.02851797136759, 7.096652459347837 45.33309886329587, 6.802355177445662 45.70857982032868, 6.843592970414562 45.99114655210067, 7.273850945676685 45.77694774025076, 7.755992058959833 45.82449005795928, 8.316629672894379 46.16364248309085, 8.489952426801295 46.00515086525175, 8.966305779667834 46.03693187111116, 9.182881707403112 46.44021474871698, 9.922836541390353 46.31489940040919, 10.36337812667867 46.48357127540984, 10.4427014502466 46.89354625099745, 11.04855594243651 46.7513585475464, 11.16482791509333 46.94157949481274, 12.15308800624308 47.11539317482644, 12.37648522304085 46.76755910906988)))"
88,1804838.0,Europe,Kosovo,-99,5352.0,"POLYGON ((20.76215999999999 42.05186000000003, 20.71731000000011 41.84711000000004, 20.59023000000008 41.85541000000006, 20.52295000000004 42.21787000000006, 20.28374000000008 42.3202500000001, 20.07070000000004 42.58863000000008, 20.25758000000008 42.81275000000011, 20.49679000000003 42.88469000000003, 20.63507999999996 43.21670999999998, 20.81448 43.27205000000009, 20.95650999999998 43.13094000000007, 21.14339500000006 43.06868500000013, 21.27421000000004 42.90959000000009, 21.43865999999997 42.86254999999994, 21.63302000000004 42.67717000000005, 21.77505000000002 42.68270000000001, 21.66292000000004 42.43922000000003, 21.54332000000005 42.3202500000001, 21.57663598940212 42.24522439706186, 21.35270000000014 42.20679999999999, 20.76215999999999 42.05186000000003))"
96,3555179.0,Europe,Lithuania,LTU,63330.0,"POLYGON ((22.73109866709265 54.32753693299333, 22.65105187347254 54.58274099386674, 22.75776370615526 54.85657440858138, 22.31572350433058 55.01529857036586, 21.26844892750347 55.19048167583531, 21.05580040862242 56.03107636171107, 22.20115685393949 56.33780182557949, 23.87826378753996 56.27367137310527, 24.86068444184076 56.37252838807963, 25.00093427908089 56.16453074810484, 25.53304650239033 56.10029694276604, 26.49433149588376 55.61510691997763, 26.58827924979039 55.16717560487167, 25.7684326514798 54.84696259217509, 25.53635379405699 54.28242340760253, 24.45068362803704 53.90570221619475, 23.48412763844985 53.91249766704114, 23.24398725758951 54.22056671814914, 22.73109866709265 54.32753693299333))"
97,491775.0,Europe,Luxembourg,LUX,39370.0,"POLYGON ((6.043073357781111 50.12805166279423, 6.242751092156993 49.90222565367873, 6.186320428094177 49.46380280211451, 5.897759230176405 49.44266714130703, 5.674051954784829 49.5294835475575, 5.782417433300907 50.09032786722122, 6.043073357781111 50.12805166279423))"
98,2231503.0,Europe,Latvia,LVA,38860.0,"POLYGON ((21.05580040862242 56.03107636171107, 21.09042361825797 56.78387278912294, 21.58186648935367 57.41187063254993, 22.52434126149288 57.75337433535076, 23.3184529965221 57.00623647727487, 24.12072960785343 57.02569265403277, 24.31286258311462 57.79342357037697, 25.16459354014927 57.97015696881519, 25.60280968598437 57.84752879498657, 26.46353234223779 57.47638865826633, 27.28818484875151 57.47452830670383, 27.77001590344093 57.24425812441123, 27.85528201672253 56.75932648378429, 28.176709425578 56.16912995057881, 27.10245975109453 55.78331370708769, 26.49433149588376 55.61510691997763, 25.53304650239033 56.10029694276604, 25.00093427908089 56.16453074810484, 24.86068444184076 56.37252838807963, 23.87826378753996 56.27367137310527, 22.20115685393949 56.33780182557949, 21.05580040862242 56.03107636171107))"
100,4320748.0,Europe,Moldova,MDA,10670.0,"POLYGON ((26.6193367855978 48.22072622333347, 26.85782352062481 48.3682107610945, 27.52253746919516 48.46711945250112, 28.25954674654184 48.15556224221342, 28.67089114758517 48.1181485052341, 29.12269819511303 47.84909516050647, 29.05086795422733 47.5102269557525, 29.41513512545274 47.34664520933258, 29.55967410657311 46.92858287209133, 29.9088517595693 46.67436066343146, 29.8382100766263 46.52532583270169, 30.02465864433537 46.42393667254504, 29.75997195813639 46.34998769793536, 29.17065392427989 46.3792623968287, 29.07210696789929 46.5176777207225, 28.86297244641406 46.43788930926383, 28.93371748222162 46.2588304713725, 28.65998742037158 45.93998688413164, 28.48526940279277 45.5969070501459, 28.23355350109904 45.48828318946838, 28.0544429867754 45.94458608660563, 28.16001793794771 46.37156260841722, 28.12803022635904 46.81047638608825, 27.55116621268485 47.40511709247083, 27.23387291841274 47.82677094175638, 26.92417605968757 48.123264472031, 26.6193367855978 48.22072622333347))"
103,2066718.0,Europe,Macedonia,MKD,18780.0,"POLYGON ((20.59023000000008 41.85541000000006, 20.71731000000011 41.84711000000004, 20.76215999999999 42.05186000000003, 21.35270000000014 42.20679999999999, 21.57663598940212 42.24522439706186, 21.91708000000011 42.30363999999997, 22.38052575042468 42.32025950781508, 22.88137373219735 41.99929718685036, 22.95237715016651 41.33799388281119, 22.76177000000001 41.30480000000006, 22.59730838388901 41.1304871689432, 22.05537763844427 41.14986583105269, 21.67416059742698 40.93127452245795, 21.0200403174764 40.84272695572588, 20.60517999999996 41.08622000000008, 20.46315000000004 41.5150900000001, 20.59023000000008 41.85541000000006))"
106,672180.0,Europe,Montenegro,MNE,6816.0,"POLYGON ((19.80161339689869 42.50009349219084, 19.73805138517963 42.68824738216557, 19.3044900000001 42.19574000000006, 19.37177000000014 41.87754999999993, 19.16245999999995 41.95502000000005, 18.88214000000005 42.28151000000003, 18.45000000000005 42.48000000000002, 18.55999999999995 42.64999999999998, 18.70648000000006 43.20011, 19.03165000000007 43.43252999999999, 19.21851999999996 43.52384000000001, 19.48388999999997 43.35229000000004, 19.63 43.21377997027054, 19.95857000000007 43.10604000000006, 20.33980000000008 42.89852000000002, 20.25758000000008 42.81275000000011, 20.07070000000004 42.58863000000008, 19.80161339689869 42.50009349219084))"
117,16715999.0,Europe,Netherlands,NLD,672000.0,"POLYGON ((6.074182570020923 53.51040334737814, 6.905139601274129 53.48216217713065, 7.092053256873896 53.14404328064489, 6.842869500362383 52.22844025329755, 6.589396599970826 51.85202912048339, 5.988658074577813 51.85161570902505, 6.15665815595878 50.80372101501058, 5.606975945670001 51.03729848896978, 4.973991326526914 51.47502370869813, 4.047071160507528 51.26725861266857, 3.314971144228537 51.34575511331991, 3.830288527043137 51.62054454203195, 4.705997348661185 53.09179840759776, 6.074182570020923 53.51040334737814))"
118,4676305.0,Europe,Norway,NOR,276400.0,"MULTIPOLYGON (((28.16554731620292 71.18547435168051, 31.29341840996548 70.45378774685992, 30.00543501152279 70.1862588568849, 31.10107872897512 69.55808014594487, 29.39958051933289 69.15691600206307, 28.59192955904319 69.0647769232867, 29.01557295097197 69.76649119737797, 27.73229210786789 70.1641930202963, 26.1796220232263 69.82529897732616, 25.68921268077639 69.09211375596902, 24.73567915212672 68.64955678982145, 23.66204959483076 68.89124746365053, 22.35623782724741 68.84174144151496, 21.24493615081073 69.37044302029312, 20.64559288908958 69.10624726020086, 20.02526899585791 69.06513865831272, 19.87855960458126 68.40719432237262, 17.99386844246439 68.56739126247734, 17.72918175626535 68.01055186631623, 16.76887861498554 68.01393667263139, 16.10871219245684 67.3024555528369, 15.10841149258306 66.19386688909543, 13.55568973150909 64.78702769638147, 13.91990522630221 64.44542064071612, 13.57191613124877 64.04911408146967, 12.57993533697393 64.06621898055835, 11.93056928879423 63.12831757267699, 11.99206424322153 61.80036245385656, 12.63114668137524 61.2935716823701, 12.3003658382749 60.11793284773006, 11.46827192551117 59.432393296946, 11.02736860519693 58.8561494004594, 10.3565568376161 59.46980703392538, 8.382000359743643 58.31328847923328, 7.048748406613299 58.07888418235729, 5.665835402050419 58.58815542259367, 5.308234490590735 59.66323191999382, 4.992078077829007 61.97099803328427, 5.912900424837886 62.6144729681827, 8.553411085655767 63.45400828719647, 10.52770918136679 64.48603831649748, 12.35834679530637 65.87972585719316, 14.7611458675816 67.81064158799515, 16.43592736172897 68.56320547146169, 19.18402835457852 69.81744415961782, 21.37841637542061 70.25516937934606, 23.02374230316158 70.20207184516627, 24.54654340993852 71.03049673123724, 26.37004967622181 70.98626170519537, 28.16554731620292 71.18547435168051)), ((24.72412000000003 77.85384999999997, 22.49032 77.44492999999997, 20.72601 77.67704000000001, 21.41611 77.93504000000001, 20.81189999999998 78.25462999999999, 22.88426000000001 78.45494000000005, 23.28134000000003 78.07953999999998, 24.72412000000003 77.85384999999997)), ((18.25183000000007 79.70175, 21.54382999999999 78.95611000000002, 19.02737000000005 78.56259999999997, 18.47172000000006 77.82669000000001, 17.59441000000007 77.63796000000002, 17.1182 76.80940999999999, 15.91315 76.77044999999998, 13.76258999999996 77.38034999999996, 14.66956000000002 77.73564999999996, 13.17060000000004 78.02493000000004, 11.22231000000005 78.86930000000004, 10.44453000000001 79.65239000000003, 13.17077000000006 80.01045999999999, 13.71852000000001 79.66039000000001, 15.14282000000006 79.67431000000005, 15.52255000000002 80.01608000000004, 16.99084999999999 80.05085999999997, 18.25183000000007 79.70175)), ((25.44762535981189 80.40734039989451, 27.4075057309135 80.05640574820046, 25.92465050629818 79.51783397085455, 23.02446577321362 79.4000117052291, 20.07518842945188 79.56682322866726, 19.89726647307091 79.84236196564751, 18.46226362475792 79.85988027619442, 17.36801517097746 80.31889618602702, 20.4559920590107 80.59815562613224, 21.9079447771154 80.35767934846209, 22.91925255706744 80.6571442735935, 25.44762535981189 80.40734039989451)))"
127,38482919.0,Europe,Poland,POL,667900.0,"POLYGON ((15.01699588385867 51.10667409932158, 14.60709842291953 51.74518809671997, 14.68502648281569 52.0899474147552, 14.4375997250022 52.62485016540839, 14.07452111171949 52.98126251892543, 14.35331546393414 53.24817129171297, 14.11968631354259 53.75702912049104, 14.80290042487346 54.05070628520575, 16.36347700365573 54.51315867778573, 17.62283165860867 54.85153595643291, 18.62085859546164 54.68260569927078, 18.69625451017546 54.43871877706929, 19.6606400896064 54.42608388937393, 20.89224450041863 54.31252492941253, 22.73109866709265 54.32753693299333, 23.24398725758951 54.22056671814914, 23.48412763844985 53.91249766704114, 23.527535841575 53.47012156840655, 23.80493493011778 53.08973135030607, 23.79919884613338 52.69109935160657, 23.19949384938619 52.48697744405367, 23.50800215016869 52.02364655212473, 23.52707075368437 51.57845408793024, 24.0299857927489 50.70540660257518, 23.92275719574326 50.42488108987875, 23.42650841644439 50.30850576435746, 22.5184501482116 49.47677358661974, 22.77641889821263 49.02739533140962, 22.55813764821175 49.08573802346714, 21.60780805836421 49.47010732685409, 20.88795535653841 49.32877228453583, 20.41583947111985 49.43145335549977, 19.82502282072687 49.21712535256923, 19.32071251799047 49.57157400165919, 18.90957482267632 49.43584585224458, 18.85314415861362 49.49622976337764, 18.39291385262217 49.98862864847075, 17.64944502123899 50.04903839781996, 17.55456709155112 50.36214590107642, 16.86876915860566 50.47397370055603, 16.71947594571444 50.21574656839354, 16.17625328946227 50.42260732685791, 16.23862674323857 50.69773265237984, 15.49097212083973 50.78472992614321, 15.01699588385867 51.10667409932158))"
130,10707924.0,Europe,Portugal,PRT,208627.0,"POLYGON ((-9.034817674180246 41.88057058365968, -8.67194576662672 42.13468943945496, -8.263856980817792 42.28046865495034, -8.013174607769912 41.79088613541713, -7.422512986673795 41.79207469335984, -7.251308966490824 41.91834605566505, -6.668605515967656 41.88338694921958, -6.389087693700915 41.38181549739465, -6.851126674822552 41.11108266861753, -6.864019944679385 40.33087189387483, -7.026413133156595 40.18452423762425, -7.066591559263529 39.71189158788277, -7.498632371439726 39.62957103124181, -7.098036668313128 39.03007274022379, -7.374092169616318 38.37305858006492, -7.029281175148796 38.07576406508977, -7.166507941099865 37.80389435480222, -7.537105475281024 37.42890432387624, -7.453725551778092 37.09778758396607, -7.855613165711986 36.83826854099627, -8.382816127953689 36.97888011326246, -8.898856980820327 36.86880931248078, -8.746101446965554 37.65134552667661, -8.83999752443988 38.26624339451762, -9.287463751655224 38.3584858261586, -9.526570603869715 38.73742910415491, -9.446988898140233 39.39206614842837, -9.048305223008427 39.75509308527877, -8.977353481471681 40.15930613866581, -8.768684047877102 40.76063894303019, -8.79085323733031 41.18433401139126, -8.990789353867569 41.54345937760364, -9.034817674180246 41.88057058365968))"
134,22215421.0,Europe,Romania,ROU,271400.0,"POLYGON ((22.71053144704049 47.88219391538941, 23.14223636240681 48.09634105080695, 23.76095828623741 47.98559845640546, 24.40205610525038 47.98187775328043, 24.86631717296058 47.73752574318831, 25.20774336111299 47.89105642352747, 25.9459411964024 47.98714874937421, 26.19745039236693 48.22088125263035, 26.6193367855978 48.22072622333347, 26.92417605968757 48.123264472031, 27.23387291841274 47.82677094175638, 27.55116621268485 47.40511709247083, 28.12803022635904 46.81047638608825, 28.16001793794771 46.37156260841722, 28.0544429867754 45.94458608660563, 28.23355350109904 45.48828318946838, 28.67977949393938 45.3040308701317, 29.14972496920165 45.46492544207246, 29.60328901542744 45.29330801043113, 29.62654340995877 45.0353909368624, 29.14161176933183 44.82021027279905, 28.8378577003202 44.91387380632806, 28.558081495892 43.70746165625813, 27.97010704927508 43.81246816667522, 27.24239952974091 44.1759860296324, 26.06515872569975 43.94349376075127, 25.56927168142693 43.68844472917472, 24.10067915212417 43.74105133724785, 23.33230228037633 43.89701080990471, 22.94483239105185 43.82378530534713, 22.65714969248299 44.23492300066128, 22.4740084164406 44.40922760678177, 22.70572553883736 44.57800283464702, 22.45902225107594 44.7025171982543, 22.14508792490281 44.47842234962059, 21.56202273935361 44.7689472519655, 21.48352623870224 45.18117015235778, 20.87431277841335 45.41637543393423, 20.76217492033999 45.73457306577144, 20.22019249846284 46.12746898048655, 21.02195234547125 46.3160879583519, 21.62651492685387 46.99423777931816, 22.09976769378284 47.6724392767167, 22.71053144704049 47.88219391538941))"
